"_id","_labels","ROlle","Rolle","UNIQUE IMPORT ID","definition","humanname","info","unit","value","_start","_end","_type"
,,,,,,,,,,"1173","536","right"
,,,,,,,,,,"1173","1172","right"
,,,,,,,,,,"541","540","right"
,,,,,,,,,,"541","1176","right"
,,,,,,,,,,"1177","540","right"
,,,,,,,,,,"1177","1176","right"
,,,,,,,,,,"543","542","right"
,,,,,,,,,,"543","1178","right"
,,,,,,,,,,"1179","542","right"
,,,,,,,,,,"1179","1178","right"
,,,,,,,,,,"544","543","right"
,,,,,,,,,,"544","1179","right"
,,,,,,,,,,"1180","543","right"
,,,,,,,,,,"1180","1179","right"
,,,,,,,,,,"545","544","right"
,,,,,,,,,,"545","1180","right"
,,,,,,,,,,"1181","544","right"
,,,,,,,,,,"1181","1180","right"
,,,,,,,,,,"546","545","right"
,,,,,,,,,,"546","1181","right"
,,,,,,,,,,"1182","545","right"
,,,,,,,,,,"1182","1181","right"
,,,,,,,,,,"548","547","right"
,,,,,,,,,,"548","1183","right"
,,,,,,,,,,"1184","547","right"
,,,,,,,,,,"1184","1183","right"
,,,,,,,,,,"550","549","right"
,,,,,,,,,,"550","1185","right"
,,,,,,,,,,"1186","549","right"
,,,,,,,,,,"1186","1185","right"
,,,,,,,,,,"551","550","right"
,,,,,,,,,,"551","1186","right"
,,,,,,,,,,"1187","550","right"
,,,,,,,,,,"1187","1186","right"
,,,,,,,,,,"553","552","right"
,,,,,,,,,,"553","1188","right"
,,,,,,,,,,"1189","552","right"
,,,,,,,,,,"1189","1188","right"
,,,,,,,,,,"555","554","right"
,,,,,,,,,,"555","1190","right"
,,,,,,,,,,"1191","554","right"
,,,,,,,,,,"1191","1190","right"
,,,,,,,,,,"556","555","right"
,,,,,,,,,,"556","1191","right"
,,,,,,,,,,"1192","555","right"
,,,,,,,,,,"1192","1191","right"
,,,,,,,,,,"557","556","right"
,,,,,,,,,,"557","1192","right"
,,,,,,,,,,"1193","556","right"
,,,,,,,,,,"1193","1192","right"
,,,,,,,,,,"558","557","right"
,,,,,,,,,,"558","1193","right"
,,,,,,,,,,"1194","557","right"
,,,,,,,,,,"1194","1193","right"
,,,,,,,,,,"559","558","right"
,,,,,,,,,,"559","1194","right"
,,,,,,,,,,"1195","558","right"
,,,,,,,,,,"1195","1194","right"
,,,,,,,,,,"562","561","right"
,,,,,,,,,,"562","1197","right"
,,,,,,,,,,"1198","561","right"
,,,,,,,,,,"1198","1197","right"
,,,,,,,,,,"564","563","right"
,,,,,,,,,,"564","1199","right"
,,,,,,,,,,"1200","563","right"
,,,,,,,,,,"1200","1199","right"
,,,,,,,,,,"565","564","right"
,,,,,,,,,,"565","1200","right"
,,,,,,,,,,"1201","564","right"
,,,,,,,,,,"1201","1200","right"
,,,,,,,,,,"567","566","right"
,,,,,,,,,,"567","1202","right"
,,,,,,,,,,"1203","566","right"
,,,,,,,,,,"1203","1202","right"
,,,,,,,,,,"569","568","right"
,,,,,,,,,,"569","1204","right"
,,,,,,,,,,"1205","568","right"
,,,,,,,,,,"1205","1204","right"
,,,,,,,,,,"570","569","right"
,,,,,,,,,,"570","1205","right"
,,,,,,,,,,"1206","569","right"
,,,,,,,,,,"1206","1205","right"
,,,,,,,,,,"571","570","right"
,,,,,,,,,,"571","1206","right"
,,,,,,,,,,"1207","570","right"
,,,,,,,,,,"1207","1206","right"
,,,,,,,,,,"572","571","right"
,,,,,,,,,,"572","1207","right"
,,,,,,,,,,"1208","571","right"
,,,,,,,,,,"1208","1207","right"
,,,,,,,,,,"573","572","right"
,,,,,,,,,,"573","1208","right"
,,,,,,,,,,"1209","572","right"
,,,,,,,,,,"1209","1208","right"
,,,,,,,,,,"575","574","right"
,,,,,,,,,,"575","1210","right"
,,,,,,,,,,"1211","574","right"
,,,,,,,,,,"1211","1210","right"
,,,,,,,,,,"576","575","right"
,,,,,,,,,,"576","1211","right"
,,,,,,,,,,"1212","575","right"
,,,,,,,,,,"1212","1211","right"
,,,,,,,,,,"581","580","right"
,,,,,,,,,,"581","1216","right"
,,,,,,,,,,"1217","580","right"
,,,,,,,,,,"1217","1216","right"
,,,,,,,,,,"582","581","right"
,,,,,,,,,,"582","1217","right"
,,,,,,,,,,"1218","581","right"
,,,,,,,,,,"1218","1217","right"
,,,,,,,,,,"586","585","right"
,,,,,,,,,,"586","1221","right"
,,,,,,,,,,"1222","585","right"
,,,,,,,,,,"1222","1221","right"
,,,,,,,,,,"590","589","right"
,,,,,,,,,,"590","1225","right"
,,,,,,,,,,"1226","589","right"
,,,,,,,,,,"1226","1225","right"
,,,,,,,,,,"591","590","right"
,,,,,,,,,,"591","1226","right"
,,,,,,,,,,"1227","590","right"
,,,,,,,,,,"1227","1226","right"
,,,,,,,,,,"592","591","right"
,,,,,,,,,,"592","1227","right"
,,,,,,,,,,"1228","591","right"
,,,,,,,,,,"1228","1227","right"
,,,,,,,,,,"595","594","right"
,,,,,,,,,,"595","1230","right"
,,,,,,,,,,"1231","594","right"
,,,,,,,,,,"1231","1230","right"
,,,,,,,,,,"596","595","right"
,,,,,,,,,,"596","1231","right"
,,,,,,,,,,"1232","595","right"
,,,,,,,,,,"1232","1231","right"
,,,,,,,,,,"598","597","right"
,,,,,,,,,,"598","1233","right"
,,,,,,,,,,"1234","597","right"
,,,,,,,,,,"1234","1233","right"
,,,,,,,,,,"599","598","right"
,,,,,,,,,,"599","1234","right"
,,,,,,,,,,"1235","598","right"
,,,,,,,,,,"1235","1234","right"
,,,,,,,,,,"600","599","right"
,,,,,,,,,,"600","1235","right"
,,,,,,,,,,"1236","599","right"
,,,,,,,,,,"1236","1235","right"
,,,,,,,,,,"602","601","right"
,,,,,,,,,,"602","1237","right"
,,,,,,,,,,"1238","601","right"
,,,,,,,,,,"1238","1237","right"
,,,,,,,,,,"605","604","right"
,,,,,,,,,,"605","1240","right"
,,,,,,,,,,"1241","604","right"
,,,,,,,,,,"1241","1240","right"
,,,,,,,,,,"608","607","right"
,,,,,,,,,,"608","1243","right"
,,,,,,,,,,"1244","607","right"
,,,,,,,,,,"1244","1243","right"
,,,,,,,,,,"611","610","right"
,,,,,,,,,,"611","1246","right"
,,,,,,,,,,"1247","610","right"
,,,,,,,,,,"1247","1246","right"
,,,,,,,,,,"612","611","right"
,,,,,,,,,,"612","1247","right"
,,,,,,,,,,"1248","611","right"
,,,,,,,,,,"1248","1247","right"
,,,,,,,,,,"614","613","right"
,,,,,,,,,,"614","1249","right"
,,,,,,,,,,"1250","613","right"
,,,,,,,,,,"1250","1249","right"
,,,,,,,,,,"615","614","right"
,,,,,,,,,,"615","1250","right"
,,,,,,,,,,"1251","614","right"
,,,,,,,,,,"1251","1250","right"
,,,,,,,,,,"616","615","right"
,,,,,,,,,,"616","1251","right"
,,,,,,,,,,"1252","615","right"
,,,,,,,,,,"1252","1251","right"
,,,,,,,,,,"137","128","has"
,,,,,,,,,,"137","764","has"
,,,,,,,,,,"773","128","has"
,,,,,,,,,,"773","764","has"
,,,,,,,,,,"137","129","has"
,,,,,,,,,,"137","765","has"
,,,,,,,,,,"773","129","has"
,,,,,,,,,,"773","765","has"
,,,,,,,,,,"137","130","has"
,,,,,,,,,,"137","766","has"
,,,,,,,,,,"773","130","has"
,,,,,,,,,,"773","766","has"
,,,,,,,,,,"137","131","has"
,,,,,,,,,,"137","767","has"
,,,,,,,,,,"773","131","has"
,,,,,,,,,,"773","767","has"
,,,,,,,,,,"137","132","has"
,,,,,,,,,,"137","768","has"
,,,,,,,,,,"773","132","has"
,,,,,,,,,,"773","768","has"
,,,,,,,,,,"137","133","has"
,,,,,,,,,,"137","769","has"
,,,,,,,,,,"773","133","has"
,,,,,,,,,,"773","769","has"
,,,,,,,,,,"137","134","has"
,,,,,,,,,,"137","770","has"
,,,,,,,,,,"773","134","has"
,,,,,,,,,,"773","770","has"
,,,,,,,,,,"137","135","has"
,,,,,,,,,,"137","771","has"
,,,,,,,,,,"773","135","has"
,,,,,,,,,,"773","771","has"
,,,,,,,,,,"137","136","has"
,,,,,,,,,,"137","772","has"
,,,,,,,,,,"773","136","has"
,,,,,,,,,,"773","772","has"
,,,,,,,,,,"137","78","has"
,,,,,,,,,,"137","714","has"
,,,,,,,,,,"773","78","has"
,,,,,,,,,,"773","714","has"
,,,,,,,,,,"137","79","has"
,,,,,,,,,,"137","715","has"
,,,,,,,,,,"773","79","has"
,,,,,,,,,,"773","715","has"
,,,,,,,,,,"137","80","has"
,,,,,,,,,,"137","716","has"
,,,,,,,,,,"773","80","has"
,,,,,,,,,,"773","716","has"
,,,,,,,,,,"137","81","has"
,,,,,,,,,,"137","717","has"
,,,,,,,,,,"773","81","has"
,,,,,,,,,,"773","717","has"
,,,,,,,,,,"137","82","has"
,,,,,,,,,,"137","718","has"
,,,,,,,,,,"773","82","has"
,,,,,,,,,,"773","718","has"
,,,,,,,,,,"137","83","has"
,,,,,,,,,,"137","719","has"
,,,,,,,,,,"773","83","has"
,,,,,,,,,,"773","719","has"
,,,,,,,,,,"137","84","has"
,,,,,,,,,,"137","720","has"
,,,,,,,,,,"773","84","has"
,,,,,,,,,,"773","720","has"
,,,,,,,,,,"137","85","has"
,,,,,,,,,,"137","721","has"
,,,,,,,,,,"773","85","has"
,,,,,,,,,,"773","721","has"
,,,,,,,,,,"137","86","has"
,,,,,,,,,,"137","722","has"
,,,,,,,,,,"773","86","has"
,,,,,,,,,,"773","722","has"
,,,,,,,,,,"137","87","has"
,,,,,,,,,,"137","723","has"
,,,,,,,,,,"773","87","has"
,,,,,,,,,,"773","723","has"
,,,,,,,,,,"137","88","has"
,,,,,,,,,,"137","724","has"
,,,,,,,,,,"773","88","has"
,,,,,,,,,,"773","724","has"
,,,,,,,,,,"137","89","has"
,,,,,,,,,,"137","725","has"
,,,,,,,,,,"773","89","has"
,,,,,,,,,,"773","725","has"
,,,,,,,,,,"137","90","has"
,,,,,,,,,,"137","726","has"
,,,,,,,,,,"773","90","has"
,,,,,,,,,,"773","726","has"
,,,,,,,,,,"137","91","has"
,,,,,,,,,,"137","727","has"
,,,,,,,,,,"773","91","has"
,,,,,,,,,,"773","727","has"
,,,,,,,,,,"137","92","has"
,,,,,,,,,,"137","728","has"
,,,,,,,,,,"773","92","has"
,,,,,,,,,,"773","728","has"
,,,,,,,,,,"137","93","has"
,,,,,,,,,,"137","729","has"
,,,,,,,,,,"773","93","has"
,,,,,,,,,,"773","729","has"
,,,,,,,,,,"137","94","has"
,,,,,,,,,,"137","730","has"
,,,,,,,,,,"773","94","has"
,,,,,,,,,,"773","730","has"
,,,,,,,,,,"137","95","has"
,,,,,,,,,,"137","731","has"
,,,,,,,,,,"773","95","has"
,,,,,,,,,,"773","731","has"
,,,,,,,,,,"137","96","has"
,,,,,,,,,,"137","732","has"
,,,,,,,,,,"773","96","has"
,,,,,,,,,,"773","732","has"
,,,,,,,,,,"137","97","has"
,,,,,,,,,,"137","733","has"
,,,,,,,,,,"773","97","has"
,,,,,,,,,,"773","733","has"
,,,,,,,,,,"137","98","has"
,,,,,,,,,,"137","734","has"
,,,,,,,,,,"773","98","has"
,,,,,,,,,,"773","734","has"
,,,,,,,,,,"137","99","has"
,,,,,,,,,,"137","735","has"
,,,,,,,,,,"773","99","has"
,,,,,,,,,,"773","735","has"
,,,,,,,,,,"137","100","has"
,,,,,,,,,,"137","736","has"
,,,,,,,,,,"773","100","has"
,,,,,,,,,,"773","736","has"
,,,,,,,,,,"137","101","has"
,,,,,,,,,,"137","737","has"
,,,,,,,,,,"773","101","has"
,,,,,,,,,,"773","737","has"
,,,,,,,,,,"137","102","has"
,,,,,,,,,,"137","738","has"
,,,,,,,,,,"773","102","has"
,,,,,,,,,,"773","738","has"
,,,,,,,,,,"137","103","has"
,,,,,,,,,,"137","739","has"
,,,,,,,,,,"773","103","has"
,,,,,,,,,,"773","739","has"
,,,,,,,,,,"137","104","has"
,,,,,,,,,,"137","740","has"
,,,,,,,,,,"773","104","has"
,,,,,,,,,,"773","740","has"
,,,,,,,,,,"137","105","has"
,,,,,,,,,,"137","741","has"
,,,,,,,,,,"773","105","has"
,,,,,,,,,,"773","741","has"
,,,,,,,,,,"137","106","has"
,,,,,,,,,,"137","742","has"
,,,,,,,,,,"773","106","has"
,,,,,,,,,,"773","742","has"
,,,,,,,,,,"137","107","has"
,,,,,,,,,,"137","743","has"
,,,,,,,,,,"773","107","has"
,,,,,,,,,,"773","743","has"
,,,,,,,,,,"137","108","has"
,,,,,,,,,,"137","744","has"
,,,,,,,,,,"773","108","has"
,,,,,,,,,,"773","744","has"
,,,,,,,,,,"137","109","has"
,,,,,,,,,,"137","745","has"
,,,,,,,,,,"773","109","has"
,,,,,,,,,,"773","745","has"
,,,,,,,,,,"137","110","has"
,,,,,,,,,,"137","746","has"
,,,,,,,,,,"773","110","has"
,,,,,,,,,,"773","746","has"
,,,,,,,,,,"137","111","has"
,,,,,,,,,,"137","747","has"
,,,,,,,,,,"773","111","has"
,,,,,,,,,,"773","747","has"
,,,,,,,,,,"137","112","has"
,,,,,,,,,,"137","748","has"
,,,,,,,,,,"773","112","has"
,,,,,,,,,,"773","748","has"
,,,,,,,,,,"137","113","has"
,,,,,,,,,,"137","749","has"
,,,,,,,,,,"773","113","has"
,,,,,,,,,,"773","749","has"
,,,,,,,,,,"137","114","has"
,,,,,,,,,,"137","750","has"
,,,,,,,,,,"773","114","has"
,,,,,,,,,,"773","750","has"
,,,,,,,,,,"137","115","has"
,,,,,,,,,,"137","751","has"
,,,,,,,,,,"773","115","has"
,,,,,,,,,,"773","751","has"
,,,,,,,,,,"137","116","has"
,,,,,,,,,,"137","752","has"
,,,,,,,,,,"773","116","has"
,,,,,,,,,,"773","752","has"
,,,,,,,,,,"137","117","has"
,,,,,,,,,,"137","753","has"
,,,,,,,,,,"773","117","has"
,,,,,,,,,,"773","753","has"
,,,,,,,,,,"137","118","has"
,,,,,,,,,,"137","754","has"
,,,,,,,,,,"773","118","has"
,,,,,,,,,,"773","754","has"
,,,,,,,,,,"137","119","has"
,,,,,,,,,,"137","755","has"
,,,,,,,,,,"773","119","has"
,,,,,,,,,,"773","755","has"
,,,,,,,,,,"137","120","has"
,,,,,,,,,,"137","756","has"
,,,,,,,,,,"773","120","has"
,,,,,,,,,,"773","756","has"
,,,,,,,,,,"137","121","has"
,,,,,,,,,,"137","757","has"
,,,,,,,,,,"773","121","has"
,,,,,,,,,,"773","757","has"
,,,,,,,,,,"137","122","has"
,,,,,,,,,,"137","758","has"
,,,,,,,,,,"773","122","has"
,,,,,,,,,,"773","758","has"
,,,,,,,,,,"137","123","has"
,,,,,,,,,,"137","759","has"
,,,,,,,,,,"773","123","has"
,,,,,,,,,,"773","759","has"
,,,,,,,,,,"137","124","has"
,,,,,,,,,,"137","760","has"
,,,,,,,,,,"773","124","has"
,,,,,,,,,,"773","760","has"
,,,,,,,,,,"137","125","has"
,,,,,,,,,,"137","761","has"
,,,,,,,,,,"773","125","has"
,,,,,,,,,,"773","761","has"
,,,,,,,,,,"137","126","has"
,,,,,,,,,,"137","762","has"
,,,,,,,,,,"773","126","has"
,,,,,,,,,,"773","762","has"
,,,,,,,,,,"137","127","has"
,,,,,,,,,,"137","763","has"
,,,,,,,,,,"773","127","has"
,,,,,,,,,,"773","763","has"
,,,,,,,,,,"78","148","is"
,,,,,,,,,,"78","784","is"
,,,,,,,,,,"714","148","is"
,,,,,,,,,,"714","784","is"
,,,,,,,,,,"79","160","is"
,,,,,,,,,,"79","796","is"
,,,,,,,,,,"715","160","is"
,,,,,,,,,,"715","796","is"
,,,,,,,,,,"80","164","is"
,,,,,,,,,,"80","800","is"
,,,,,,,,,,"716","164","is"
,,,,,,,,,,"716","800","is"
,,,,,,,,,,"81","167","is"
,,,,,,,,,,"81","803","is"
,,,,,,,,,,"717","167","is"
,,,,,,,,,,"717","803","is"
,,,,,,,,,,"82","174","is"
,,,,,,,,,,"82","810","is"
,,,,,,,,,,"718","174","is"
,,,,,,,,,,"718","810","is"
,,,,,,,,,,"83","186","is"
,,,,,,,,,,"83","822","is"
,,,,,,,,,,"719","186","is"
,,,,,,,,,,"719","822","is"
,,,,,,,,,,"84","194","is"
,,,,,,,,,,"84","830","is"
,,,,,,,,,,"720","194","is"
,,,,,,,,,,"720","830","is"
,,,,,,,,,,"85","207","is"
,,,,,,,,,,"85","843","is"
,,,,,,,,,,"721","207","is"
,,,,,,,,,,"721","843","is"
,,,,,,,,,,"86","233","is"
,,,,,,,,,,"86","869","is"
,,,,,,,,,,"722","233","is"
,,,,,,,,,,"722","869","is"
,,,,,,,,,,"87","237","is"
,,,,,,,,,,"87","873","is"
,,,,,,,,,,"723","237","is"
,,,,,,,,,,"723","873","is"
,,,,,,,,,,"88","238","is"
,,,,,,,,,,"88","874","is"
,,,,,,,,,,"724","238","is"
,,,,,,,,,,"724","874","is"
,,,,,,,,,,"89","241","is"
,,,,,,,,,,"89","877","is"
,,,,,,,,,,"725","241","is"
,,,,,,,,,,"725","877","is"
,,,,,,,,,,"90","255","is"
,,,,,,,,,,"90","891","is"
,,,,,,,,,,"726","255","is"
,,,,,,,,,,"726","891","is"
,,,,,,,,,,"91","259","is"
,,,,,,,,,,"91","895","is"
,,,,,,,,,,"727","259","is"
,,,,,,,,,,"727","895","is"
,,,,,,,,,,"92","260","is"
,,,,,,,,,,"92","896","is"
,,,,,,,,,,"728","260","is"
,,,,,,,,,,"728","896","is"
,,,,,,,,,,"93","264","is"
,,,,,,,,,,"93","900","is"
,,,,,,,,,,"729","264","is"
,,,,,,,,,,"729","900","is"
,,,,,,,,,,"94","275","is"
,,,,,,,,,,"94","911","is"
,,,,,,,,,,"730","275","is"
,,,,,,,,,,"730","911","is"
,,,,,,,,,,"95","290","is"
,,,,,,,,,,"95","926","is"
,,,,,,,,,,"731","290","is"
,,,,,,,,,,"731","926","is"
,,,,,,,,,,"97","294","is"
,,,,,,,,,,"97","930","is"
,,,,,,,,,,"733","294","is"
,,,,,,,,,,"733","930","is"
,,,,,,,,,,"98","295","is"
,,,,,,,,,,"98","931","is"
,,,,,,,,,,"734","295","is"
,,,,,,,,,,"734","931","is"
,,,,,,,,,,"99","299","is"
,,,,,,,,,,"99","935","is"
,,,,,,,,,,"735","299","is"
,,,,,,,,,,"735","935","is"
,,,,,,,,,,"100","302","is"
,,,,,,,,,,"100","938","is"
,,,,,,,,,,"736","302","is"
,,,,,,,,,,"736","938","is"
,,,,,,,,,,"101","303","is"
,,,,,,,,,,"101","939","is"
,,,,,,,,,,"737","303","is"
,,,,,,,,,,"737","939","is"
,,,,,,,,,,"102","304","is"
,,,,,,,,,,"102","940","is"
,,,,,,,,,,"738","304","is"
,,,,,,,,,,"738","940","is"
,,,,,,,,,,"103","305","is"
,,,,,,,,,,"103","941","is"
,,,,,,,,,,"739","305","is"
,,,,,,,,,,"739","941","is"
,,,,,,,,,,"104","307","is"
,,,,,,,,,,"104","943","is"
,,,,,,,,,,"740","307","is"
,,,,,,,,,,"740","943","is"
,,,,,,,,,,"105","315","is"
,,,,,,,,,,"105","951","is"
,,,,,,,,,,"741","315","is"
,,,,,,,,,,"741","951","is"
,,,,,,,,,,"106","323","is"
,,,,,,,,,,"106","959","is"
,,,,,,,,,,"742","323","is"
,,,,,,,,,,"742","959","is"
,,,,,,,,,,"107","325","is"
,,,,,,,,,,"107","961","is"
,,,,,,,,,,"743","325","is"
,,,,,,,,,,"743","961","is"
,,,,,,,,,,"108","341","is"
,,,,,,,,,,"108","977","is"
,,,,,,,,,,"744","341","is"
,,,,,,,,,,"744","977","is"
,,,,,,,,,,"109","357","is"
,,,,,,,,,,"109","993","is"
,,,,,,,,,,"745","357","is"
,,,,,,,,,,"745","993","is"
,,,,,,,,,,"110","373","is"
,,,,,,,,,,"110","1009","is"
,,,,,,,,,,"746","373","is"
,,,,,,,,,,"746","1009","is"
,,,,,,,,,,"111","387","is"
,,,,,,,,,,"111","1023","is"
,,,,,,,,,,"747","387","is"
,,,,,,,,,,"747","1023","is"
,,,,,,,,,,"112","401","is"
,,,,,,,,,,"112","1037","is"
,,,,,,,,,,"748","401","is"
,,,,,,,,,,"748","1037","is"
,,,,,,,,,,"113","415","is"
,,,,,,,,,,"113","1051","is"
,,,,,,,,,,"749","415","is"
,,,,,,,,,,"749","1051","is"
,,,,,,,,,,"114","432","is"
,,,,,,,,,,"114","1068","is"
,,,,,,,,,,"750","432","is"
,,,,,,,,,,"750","1068","is"
,,,,,,,,,,"115","449","is"
,,,,,,,,,,"115","1085","is"
,,,,,,,,,,"751","449","is"
,,,,,,,,,,"751","1085","is"
,,,,,,,,,,"116","466","is"
,,,,,,,,,,"116","1102","is"
,,,,,,,,,,"752","466","is"
,,,,,,,,,,"752","1102","is"
,,,,,,,,,,"117","481","is"
,,,,,,,,,,"117","1117","is"
,,,,,,,,,,"753","481","is"
,,,,,,,,,,"753","1117","is"
,,,,,,,,,,"118","496","is"
,,,,,,,,,,"118","1132","is"
,,,,,,,,,,"754","496","is"
,,,,,,,,,,"754","1132","is"
,,,,,,,,,,"119","511","is"
,,,,,,,,,,"119","1147","is"
,,,,,,,,,,"755","511","is"
,,,,,,,,,,"755","1147","is"
,,,,,,,,,,"120","517","is"
,,,,,,,,,,"120","1153","is"
,,,,,,,,,,"756","517","is"
,,,,,,,,,,"756","1153","is"
,,,,,,,,,,"121","526","is"
,,,,,,,,,,"121","1162","is"
,,,,,,,,,,"757","526","is"
,,,,,,,,,,"757","1162","is"
,,,,,,,,,,"122","527","is"
,,,,,,,,,,"122","1163","is"
,,,,,,,,,,"758","527","is"
,,,,,,,,,,"758","1163","is"
,,,,,,,,,,"123","528","is"
,,,,,,,,,,"123","1164","is"
,,,,,,,,,,"759","528","is"
,,,,,,,,,,"759","1164","is"
,,,,,,,,,,"124","537","is"
,,,,,,,,,,"124","1173","is"
,,,,,,,,,,"760","537","is"
,,,,,,,,,,"760","1173","is"
,,,,,,,,,,"125","546","is"
,,,,,,,,,,"125","1182","is"
,,,,,,,,,,"761","546","is"
,,,,,,,,,,"761","1182","is"
,,,,,,,,,,"126","559","is"
,,,,,,,,,,"126","1195","is"
,,,,,,,,,,"762","559","is"
,,,,,,,,,,"762","1195","is"
,,,,,,,,,,"127","573","is"
,,,,,,,,,,"127","1209","is"
,,,,,,,,,,"763","573","is"
,,,,,,,,,,"763","1209","is"
,,,,,,,,,,"128","576","is"
,,,,,,,,,,"128","1212","is"
,,,,,,,,,,"764","576","is"
,,,,,,,,,,"764","1212","is"
,,,,,,,,,,"129","582","is"
,,,,,,,,,,"129","1218","is"
,,,,,,,,,,"765","582","is"
,,,,,,,,,,"765","1218","is"
,,,,,,,,,,"130","592","is"
,,,,,,,,,,"130","1228","is"
,,,,,,,,,,"766","592","is"
,,,,,,,,,,"766","1228","is"
,,,,,,,,,,"131","600","is"
,,,,,,,,,,"131","1236","is"
,,,,,,,,,,"767","600","is"
,,,,,,,,,,"767","1236","is"
,,,,,,,,,,"132","602","is"
,,,,,,,,,,"132","1238","is"
,,,,,,,,,,"768","602","is"
,,,,,,,,,,"768","1238","is"
,,,,,,,,,,"133","605","is"
,,,,,,,,,,"133","1241","is"
,,,,,,,,,,"769","605","is"
,,,,,,,,,,"769","1241","is"
,,,,,,,,,,"134","608","is"
,,,,,,,,,,"134","1244","is"
,,,,,,,,,,"770","608","is"
,,,,,,,,,,"770","1244","is"
,,,,,,,,,,"135","616","is"
,,,,,,,,,,"135","1252","is"
,,,,,,,,,,"771","616","is"
,,,,,,,,,,"771","1252","is"
,,,,,,,,,,"136","617","is"
,,,,,,,,,,"136","1253","is"
,,,,,,,,,,"772","617","is"
,,,,,,,,,,"772","1253","is"
,,,,,,,,,,"140","36","right"
,,,,,,,,,,"140","672","right"
,,,,,,,,,,"776","36","right"
,,,,,,,,,,"776","672","right"
,,,,,,,,,,"141","38","right"
,,,,,,,,,,"141","674","right"
,,,,,,,,,,"777","38","right"
,,,,,,,,,,"777","674","right"
,,,,,,,,,,"143","39","right"
,,,,,,,,,,"143","675","right"
,,,,,,,,,,"779","39","right"
,,,,,,,,,,"779","675","right"
,,,,,,,,,,"618","75","right"
,,,,,,,,,,"618","711","right"
,,,,,,,,,,"1254","75","right"
,,,,,,,,,,"1254","711","right"
,,,,,,,,,,"619","75","right"
,,,,,,,,,,"619","711","right"
,,,,,,,,,,"1255","75","right"
,,,,,,,,,,"1255","711","right"
,,,,,,,,,,"151","36","right"
,,,,,,,,,,"151","672","right"
,,,,,,,,,,"787","36","right"
,,,,,,,,,,"787","672","right"
,,,,,,,,,,"620","75","right"
,,,,,,,,,,"620","711","right"
,,,,,,,,,,"1256","75","right"
,,,,,,,,,,"1256","711","right"
,,,,,,,,,,"621","76","right"
,,,,,,,,,,"621","712","right"
,,,,,,,,,,"1257","76","right"
,,,,,,,,,,"1257","712","right"
,,,,,,,,,,"152","38","right"
,,,,,,,,,,"152","674","right"
,,,,,,,,,,"788","38","right"
,,,,,,,,,,"788","674","right"
,,,,,,,,,,"623","75","right"
,,,,,,,,,,"623","711","right"
,,,,,,,,,,"1259","75","right"
,,,,,,,,,,"1259","711","right"
,,,,,,,,,,"154","41","right"
,,,,,,,,,,"154","677","right"
,,,,,,,,,,"790","41","right"
,,,,,,,,,,"790","677","right"
,,,,,,,,,,"624","76","right"
,,,,,,,,,,"624","712","right"
,,,,,,,,,,"1260","76","right"
,,,,,,,,,,"1260","712","right"
,,,,,,,,,,"626","75","right"
,,,,,,,,,,"626","711","right"
,,,,,,,,,,"1262","75","right"
,,,,,,,,,,"1262","711","right"
,,,,,,,,,,"627","76","right"
,,,,,,,,,,"627","712","right"
,,,,,,,,,,"1263","76","right"
,,,,,,,,,,"1263","712","right"
,,,,,,,,,,"629","75","right"
,,,,,,,,,,"629","711","right"
,,,,,,,,,,"1265","75","right"
,,,,,,,,,,"1265","711","right"
,,,,,,,,,,"630","76","right"
,,,,,,,,,,"630","712","right"
,,,,,,,,,,"1266","76","right"
,,,,,,,,,,"1266","712","right"
,,,,,,,,,,"632","77","right"
,,,,,,,,,,"632","713","right"
,,,,,,,,,,"1268","77","right"
,,,,,,,,,,"1268","713","right"
,,,,,,,,,,"633","77","right"
,,,,,,,,,,"633","713","right"
,,,,,,,,,,"1269","77","right"
,,,,,,,,,,"1269","713","right"
,,,,,,,,,,"634","76","right"
,,,,,,,,,,"634","712","right"
,,,,,,,,,,"1270","76","right"
,,,,,,,,,,"1270","712","right"
,,,,,,,,,,"635","76","right"
,,,,,,,,,,"635","712","right"
,,,,,,,,,,"1271","76","right"
,,,,,,,,,,"1271","712","right"
,,,,,,,,,,"166","38","right"
,,,,,,,,,,"166","674","right"
,,,,,,,,,,"802","38","right"
,,,,,,,,,,"802","674","right"
,,,,,,,,,,"168","38","right"
,,,,,,,,,,"168","674","right"
,,,,,,,,,,"804","38","right"
,,,,,,,,,,"804","674","right"
,,,,,,,,,,"170","39","right"
,,,,,,,,,,"170","675","right"
,,,,,,,,,,"806","39","right"
,,,,,,,,,,"806","675","right"
,,,,,,,,,,"176","36","right"
,,,,,,,,,,"176","672","right"
,,,,,,,,,,"812","36","right"
,,,,,,,,,,"812","672","right"
,,,,,,,,,,"178","38","right"
,,,,,,,,,,"178","674","right"
,,,,,,,,,,"814","38","right"
,,,,,,,,,,"814","674","right"
,,,,,,,,,,"180","39","right"
,,,,,,,,,,"180","675","right"
,,,,,,,,,,"816","39","right"
,,,,,,,,,,"816","675","right"
,,,,,,,,,,"187","38","right"
,,,,,,,,,,"187","674","right"
,,,,,,,,,,"823","38","right"
,,,,,,,,,,"823","674","right"
,,,,,,,,,,"189","41","right"
,,,,,,,,,,"189","677","right"
,,,,,,,,,,"825","41","right"
,,,,,,,,,,"825","677","right"
,,,,,,,,,,"196","36","right"
,,,,,,,,,,"196","672","right"
